timestamp,edificio,piso,temp_c,humedad_pct,energia_kw
2024-05-01T08:48:00,A,1,25.25,54.96,17.63
2024-05-01T08:49:00,A,1,25.73,52.25,16.3
2024-05-01T08:50:00,A,1,25.13,50.6,17.2
2024-05-01T08:51:00,A,1,25.87,50.72,17.66
2024-05-01T08:52:00,A,1,26.1,50.38,16.28
2024-05-01T08:53:00,A,1,25.46,53.36,15.87
2024-05-01T08:54:00,A,1,25.67,50.96,17.37
2024-05-01T08:55:00,A,1,26.62,50.33,16.03
2024-05-01T08:56:00,A,1,25.58,52.76,16.79
2024-05-01T08:57:00,A,1,25.05,50.38,17.15
2024-05-01T08:58:00,A,1,25.59,50.67,16.5
2024-05-01T08:59:00,A,1,24.91,50.43,16.4
2024-05-01T09:00:00,A,1,25.29,52.27,16.31
2024-05-01T09:01:00,A,1,25.8,52.63,16.52
2024-05-01T09:02:00,A,1,25.29,51.77,17.49
2024-05-01T09:03:00,A,1,25.35,52.23,16.81
2024-05-01T09:04:00,A,1,25.32,51.26,16.56
2024-05-01T09:05:00,A,1,25.63,51.91,16.4
2024-05-01T09:06:00,A,1,25.08,51.24,16.86
2024-05-01T09:07:00,A,1,25.95,48.96,16.22
2024-05-01T09:08:00,A,1,26.47,51.02,16.91
2024-05-01T09:09:00,A,1,25.77,53.33,16.19
2024-05-01T09:10:00,A,1,25.42,48.17,16.96
2024-05-01T09:11:00,A,1,26.58,50.67,16.79
2024-05-01T09:12:00,A,1,25.43,50.37,17.22
2024-05-01T09:13:00,A,1,25.65,50.55,16.49
2024-05-01T09:14:00,A,1,25.18,48.47,17.14
2024-05-01T09:15:00,A,1,24.59,49.6,17.63
2024-05-01T09:16:00,A,1,26.34,51.04,17.04
2024-05-01T09:17:00,A,1,24.97,51.01,15.93
2024-05-01T09:18:00,A,1,26.38,51.04,17.32
2024-05-01T09:19:00,A,1,26.06,51.31,15.78
2024-05-01T09:20:00,A,1,24.56,53.7,15.51
2024-05-01T09:21:00,A,1,26.17,50.05,16.3
2024-05-01T09:22:00,A,1,25.64,52.25,16.91
2024-05-01T09:23:00,A,1,25.81,51.41,16.79
2024-05-01T09:24:00,A,1,25.76,51.97,18.15
2024-05-01T09:25:00,A,1,25.2,50.3,17.08
2024-05-01T09:26:00,A,1,24.92,52.31,15.52
2024-05-01T09:27:00,A,1,25.15,50.4,16.48
2024-05-01T09:28:00,A,1,25.33,52.94,16.4
2024-05-01T09:29:00,A,1,24.7,49.77,15.84
2024-05-01T09:30:00,A,1,25.0,50.28,16.02
2024-05-01T09:31:00,A,1,25.62,49.37,17.11
2024-05-01T09:32:00,A,1,25.81,50.41,16.56
2024-05-01T09:33:00,A,1,25.52,50.87,15.72
2024-05-01T09:34:00,A,1,24.88,49.78,17.17
2024-05-01T09:35:00,A,1,24.96,50.84,17.05
2024-05-01T09:36:00,A,1,25.33,53.65,18.15
2024-05-01T09:37:00,A,1,25.16,51.17,16.74
2024-05-01T09:38:00,A,1,26.62,49.96,15.63
2024-05-01T09:39:00,A,1,24.85,51.62,16.94
2024-05-01T09:40:00,A,1,25.26,52.34,15.8
2024-05-01T09:41:00,A,1,25.25,50.51,15.51
2024-05-01T09:42:00,A,1,25.54,51.11,16.61
2024-05-01T09:43:00,A,1,25.1,50.42,15.9
2024-05-01T09:44:00,A,1,25.51,51.96,16.59
2024-05-01T09:45:00,A,1,25.12,51.59,16.4
2024-05-01T09:46:00,A,1,24.48,50.18,15.45
2024-05-01T09:47:00,A,1,25.36,51.35,16.36
2024-05-01T09:48:00,A,1,25.78,50.64,16.59
2024-05-01T09:49:00,A,1,25.3,52.78,16.52
2024-05-01T09:50:00,A,1,25.83,52.44,16.14
2024-05-01T09:51:00,A,1,24.63,48.34,15.73
2024-05-01T09:52:00,A,1,24.99,47.09,16.16
2024-05-01T09:53:00,A,1,24.8,49.56,16.16
2024-05-01T09:54:00,A,1,25.35,50.89,16.23
2024-05-01T09:55:00,A,1,24.86,49.82,17.4
2024-05-01T09:56:00,A,1,25.04,50.69,16.01
2024-05-01T09:57:00,A,1,25.57,48.97,16.75
2024-05-01T09:58:00,A,1,25.63,51.27,17.6
2024-05-01T09:59:00,A,1,24.66,50.19,15.42
2024-05-01T10:00:00,A,1,25.08,48.56,15.58
2024-05-01T10:01:00,A,1,24.96,52.92,15.53
2024-05-01T10:02:00,A,1,25.16,49.46,15.87
2024-05-01T10:03:00,A,1,25.0,49.28,16.01
2024-05-01T10:04:00,A,1,24.72,53.3,15.58
2024-05-01T10:05:00,A,1,25.2,49.84,16.11
2024-05-01T10:06:00,A,1,24.25,50.56,16.42
2024-05-01T10:07:00,A,1,25.65,50.58,15.1
2024-05-01T10:08:00,A,1,24.13,52.9,16.0
2024-05-01T10:09:00,A,1,25.85,50.82,16.04
2024-05-01T10:10:00,A,1,24.11,50.47,15.98
2024-05-01T10:11:00,A,1,24.24,50.3,15.96
2024-05-01T10:12:00,A,1,25.04,50.43,15.8
2024-05-01T10:13:00,A,1,25.82,52.27,15.49
2024-05-01T10:14:00,A,1,24.63,48.14,16.08
2024-05-01T10:15:00,A,1,24.82,50.61,14.87
2024-05-01T10:16:00,A,1,24.18,51.34,17.32
2024-05-01T10:17:00,A,1,25.09,50.53,15.48
2024-05-01T10:18:00,A,1,24.7,50.95,15.86
2024-05-01T10:19:00,A,1,24.84,53.18,15.9
2024-05-01T10:20:00,A,1,24.86,51.12,15.98
2024-05-01T10:21:00,A,1,24.57,52.28,13.97
2024-05-01T10:22:00,A,1,25.05,52.55,16.52
2024-05-01T10:23:00,A,1,25.48,49.21,15.61
2024-05-01T10:24:00,A,1,24.76,49.64,14.66
2024-05-01T10:25:00,A,1,24.76,52.35,15.52
2024-05-01T10:26:00,A,1,24.52,52.78,15.21
2024-05-01T10:27:00,A,1,24.82,50.56,16.1
2024-05-01T10:28:00,A,1,24.63,50.75,15.93
2024-05-01T10:29:00,A,1,25.52,53.11,14.51
2024-05-01T10:30:00,A,1,24.4,49.86,16.64
2024-05-01T10:31:00,A,1,24.1,52.03,16.14
2024-05-01T10:32:00,A,1,24.73,50.55,15.11
2024-05-01T10:33:00,A,1,24.77,50.71,16.45
2024-05-01T10:34:00,A,1,24.18,48.69,15.36
2024-05-01T10:35:00,A,1,23.99,50.59,15.25
2024-05-01T10:36:00,A,1,24.85,50.45,15.91
2024-05-01T10:37:00,A,1,24.52,48.15,15.93
2024-05-01T10:38:00,A,1,24.18,51.04,15.43
2024-05-01T10:39:00,A,1,24.3,51.26,14.94
2024-05-01T10:40:00,A,1,24.58,50.2,14.64
2024-05-01T10:41:00,A,1,24.1,48.4,14.9
2024-05-01T10:42:00,A,1,24.74,50.96,16.71
2024-05-01T10:43:00,A,1,24.98,53.12,15.97
2024-05-01T10:44:00,A,1,24.59,49.81,16.07
2024-05-01T10:45:00,A,1,24.79,48.65,15.91
2024-05-01T10:46:00,A,1,24.96,52.11,15.43
2024-05-01T10:47:00,A,1,24.22,49.95,15.51
2024-05-01T10:48:00,A,1,24.31,50.55,15.48
2024-05-01T10:49:00,A,1,24.62,49.22,16.19
2024-05-01T10:50:00,A,1,24.67,49.17,15.0
2024-05-01T10:51:00,A,1,24.15,48.85,15.59
2024-05-01T10:52:00,A,1,24.74,50.57,13.29
2024-05-01T10:53:00,A,1,24.17,48.27,15.88
2024-05-01T10:54:00,A,1,24.72,50.66,14.3
2024-05-01T10:55:00,A,1,24.38,52.46,14.89
2024-05-01T10:56:00,A,1,24.33,50.04,13.41
2024-05-01T10:57:00,A,1,24.99,48.81,15.99
2024-05-01T10:58:00,A,1,25.03,50.46,16.32
2024-05-01T10:59:00,A,1,24.16,50.41,15.56
2024-05-01T11:00:00,A,1,24.48,49.43,14.81
2024-05-01T11:01:00,A,1,25.08,49.66,14.9
2024-05-01T11:02:00,A,1,25.29,51.23,15.13
2024-05-01T11:03:00,A,1,24.4,50.22,14.6
2024-05-01T11:04:00,A,1,24.36,48.89,14.22
2024-05-01T11:05:00,A,1,23.99,49.91,14.45
2024-05-01T11:06:00,A,1,24.09,50.41,15.83
2024-05-01T11:07:00,A,1,23.55,50.86,14.06
2024-05-01T11:08:00,A,1,24.13,50.95,14.94
2024-05-01T11:09:00,A,1,24.08,47.94,15.76
2024-05-01T11:10:00,A,1,23.88,48.26,14.8
2024-05-01T11:11:00,A,1,23.84,50.92,13.87
2024-05-01T11:12:00,A,1,24.14,47.56,14.72
2024-05-01T11:13:00,A,1,24.55,51.8,13.69
2024-05-01T11:14:00,A,1,24.18,49.16,14.64
2024-05-01T11:15:00,A,1,24.12,50.44,14.03
2024-05-01T11:16:00,A,1,23.47,49.93,14.54
2024-05-01T11:17:00,A,1,24.34,48.43,14.55
2024-05-01T11:18:00,A,1,24.29,50.47,15.04
2024-05-01T11:19:00,A,1,23.71,50.41,14.13
2024-05-01T11:20:00,A,1,23.82,49.59,14.92
2024-05-01T11:21:00,A,1,24.53,50.0,15.09
2024-05-01T11:22:00,A,1,24.36,49.08,15.04
2024-05-01T11:23:00,A,1,23.72,49.85,14.72
2024-05-01T11:24:00,A,1,24.49,48.43,15.41
2024-05-01T11:25:00,A,1,23.95,49.94,14.63
2024-05-01T11:26:00,A,1,23.91,48.22,14.46
2024-05-01T11:27:00,A,1,23.95,49.37,13.97
2024-05-01T11:28:00,A,1,23.47,47.93,14.54
2024-05-01T11:29:00,A,1,23.92,49.45,14.75
2024-05-01T11:30:00,A,1,24.06,51.86,13.58
2024-05-01T11:31:00,A,1,23.94,50.91,14.62
2024-05-01T11:32:00,A,1,24.03,50.9,15.23
2024-05-01T11:33:00,A,1,23.73,51.01,13.28
2024-05-01T11:34:00,A,1,24.28,49.69,13.13
2024-05-01T11:35:00,A,1,24.25,50.84,13.71
2024-05-01T11:36:00,A,1,23.69,49.21,14.51
2024-05-01T11:37:00,A,1,23.81,49.79,14.57
2024-05-01T11:38:00,A,1,23.12,52.04,14.49
2024-05-01T11:39:00,A,1,23.97,49.61,14.39
2024-05-01T11:40:00,A,1,24.31,50.47,15.6
2024-05-01T11:41:00,A,1,23.24,49.98,14.7
2024-05-01T11:42:00,A,1,23.91,51.59,14.61
2024-05-01T11:43:00,A,1,23.32,49.91,14.14
2024-05-01T11:44:00,A,1,23.86,51.06,12.91
2024-05-01T11:45:00,A,1,23.4,52.56,14.45
2024-05-01T11:46:00,A,1,24.38,51.57,13.78
2024-05-01T11:47:00,A,1,22.29,51.79,14.7
2024-05-01T11:48:00,A,1,23.35,50.01,14.25
2024-05-01T11:49:00,A,1,23.19,51.32,14.49
2024-05-01T11:50:00,A,1,23.95,50.1,14.99
2024-05-01T11:51:00,A,1,23.16,53.07,13.91
2024-05-01T11:52:00,A,1,23.16,49.25,15.02
2024-05-01T11:53:00,A,1,23.52,50.19,13.57
2024-05-01T11:54:00,A,1,23.13,51.31,13.7
2024-05-01T11:55:00,A,1,23.58,50.0,14.88
2024-05-01T11:56:00,A,1,23.79,50.87,14.15
2024-05-01T11:57:00,A,1,23.1,50.89,14.48
2024-05-01T11:58:00,A,1,23.86,49.52,14.27
2024-05-01T11:59:00,A,1,23.17,50.18,14.7
2024-05-01T12:00:00,A,1,23.27,49.03,12.49
2024-05-01T12:01:00,A,1,23.63,50.29,13.49
2024-05-01T12:02:00,A,1,22.94,50.12,14.3
2024-05-01T12:03:00,A,1,23.41,48.74,13.67
2024-05-01T12:04:00,A,1,23.18,46.79,14.4
2024-05-01T12:05:00,A,1,23.5,48.48,14.62
2024-05-01T12:06:00,A,1,23.34,47.87,14.16
2024-05-01T12:07:00,A,1,23.2,49.04,14.06
2024-05-01T12:08:00,A,1,23.13,50.21,12.75
2024-05-01T12:09:00,A,1,22.7,47.44,14.31
2024-05-01T12:10:00,A,1,22.73,51.2,13.68
2024-05-01T12:11:00,A,1,23.72,49.67,14.17
2024-05-01T12:12:00,A,1,22.94,51.2,12.93
2024-05-01T12:13:00,A,1,24.2,50.79,13.85
2024-05-01T12:14:00,A,1,23.18,50.6,14.54
2024-05-01T12:15:00,A,1,23.75,49.82,14.95
2024-05-01T12:16:00,A,1,23.13,49.51,14.14
2024-05-01T12:17:00,A,1,23.43,49.14,12.42
2024-05-01T12:18:00,A,1,23.52,49.3,13.31
2024-05-01T12:19:00,A,1,22.28,50.99,13.02
2024-05-01T12:20:00,A,1,24.13,49.09,14.67
2024-05-01T12:21:00,A,1,22.86,50.5,13.75
2024-05-01T12:22:00,A,1,23.22,50.59,13.98
2024-05-01T12:23:00,A,1,23.53,51.02,13.44
2024-05-01T12:24:00,A,1,23.79,48.82,13.61
2024-05-01T12:25:00,A,1,22.63,50.02,13.02
2024-05-01T12:26:00,A,1,22.89,49.34,13.7
2024-05-01T12:27:00,A,1,23.73,49.9,13.87
2024-05-01T12:28:00,A,1,23.66,50.89,13.51
2024-05-01T12:29:00,A,1,23.15,50.07,13.38
2024-05-01T12:30:00,A,1,23.71,51.23,13.87
2024-05-01T12:31:00,A,1,23.52,52.01,13.19
2024-05-01T12:32:00,A,1,22.77,49.23,13.28
2024-05-01T12:33:00,A,1,23.23,50.81,13.52
2024-05-01T12:34:00,A,1,22.98,48.85,14.22
2024-05-01T12:35:00,A,1,23.4,52.09,13.4
2024-05-01T12:36:00,A,1,22.81,47.21,12.31
2024-05-01T12:37:00,A,1,23.15,49.56,12.8
2024-05-01T12:38:00,A,1,23.18,52.55,13.55
2024-05-01T12:39:00,A,1,23.17,48.75,12.84
2024-05-01T12:40:00,A,1,22.82,49.95,12.13
2024-05-01T12:41:00,A,1,22.67,51.27,12.82
2024-05-01T12:42:00,A,1,23.17,46.35,13.05
2024-05-01T12:43:00,A,1,23.05,50.64,13.68
2024-05-01T12:44:00,A,1,22.37,50.02,12.86
2024-05-01T12:45:00,A,1,22.71,48.2,13.36
2024-05-01T12:46:00,A,1,22.48,50.5,12.91
2024-05-01T12:47:00,A,1,23.04,49.95,12.74
2024-05-01T12:48:00,A,1,22.91,50.04,13.53
2024-05-01T12:49:00,A,1,23.23,51.59,13.0
2024-05-01T12:50:00,A,1,23.18,50.2,13.62
2024-05-01T12:51:00,A,1,23.07,50.61,13.47
2024-05-01T12:52:00,A,1,23.02,48.85,13.08
2024-05-01T12:53:00,A,1,22.78,49.49,13.24
2024-05-01T12:54:00,A,1,22.79,50.26,13.02
2024-05-01T12:55:00,A,1,22.74,47.84,13.31
2024-05-01T12:56:00,A,1,23.02,51.75,12.87
2024-05-01T12:57:00,A,1,22.21,50.27,11.72
2024-05-01T12:58:00,A,1,22.73,51.64,12.04
2024-05-01T12:59:00,A,1,22.61,50.26,14.5
2024-05-01T13:00:00,A,1,22.71,51.49,13.03
2024-05-01T13:01:00,A,1,22.92,50.01,13.05
2024-05-01T13:02:00,A,1,22.87,49.96,13.27
2024-05-01T13:03:00,A,1,21.64,49.5,12.57
2024-05-01T13:04:00,A,1,23.66,51.22,12.05
2024-05-01T13:05:00,A,1,22.75,51.61,13.58
2024-05-01T13:06:00,A,1,22.24,51.0,12.56
2024-05-01T13:07:00,A,1,22.41,51.62,13.73
2024-05-01T13:08:00,A,1,22.36,49.46,11.65
2024-05-01T13:09:00,A,1,22.86,50.94,12.31
2024-05-01T13:10:00,A,1,22.93,50.77,12.78
2024-05-01T13:11:00,A,1,22.34,49.73,12.72
2024-05-01T13:12:00,A,1,22.75,51.09,12.18
2024-05-01T13:13:00,A,1,23.21,50.45,11.78
2024-05-01T13:14:00,A,1,23.28,50.36,12.96
2024-05-01T13:15:00,A,1,22.33,48.29,13.74
2024-05-01T13:16:00,A,1,22.08,48.58,11.71
2024-05-01T13:17:00,A,1,21.98,49.52,12.42
2024-05-01T13:18:00,A,1,22.14,51.67,12.27
2024-05-01T13:19:00,A,1,22.49,49.8,13.38
2024-05-01T13:20:00,A,1,23.33,50.47,12.78
2024-05-01T13:21:00,A,1,22.17,49.77,12.89
2024-05-01T13:22:00,A,1,22.77,52.24,11.65
2024-05-01T13:23:00,A,1,21.91,51.19,11.19
2024-05-01T13:24:00,A,1,22.02,52.18,13.62
2024-05-01T13:25:00,A,1,22.47,49.82,13.03
2024-05-01T13:26:00,A,1,22.92,49.51,12.41
2024-05-01T13:27:00,A,1,21.65,51.75,12.02
2024-05-01T13:28:00,A,1,22.05,49.65,12.12
2024-05-01T13:29:00,A,1,21.96,52.68,12.74
2024-05-01T13:30:00,A,1,21.78,50.87,12.73
2024-05-01T13:31:00,A,1,21.82,50.73,11.41
2024-05-01T13:32:00,A,1,22.57,49.86,11.9
2024-05-01T13:33:00,A,1,22.24,48.81,12.82
2024-05-01T13:34:00,A,1,22.66,46.27,12.32
2024-05-01T13:35:00,A,1,22.63,51.6,12.57
2024-05-01T13:36:00,A,1,23.18,51.07,12.36
2024-05-01T13:37:00,A,1,22.18,50.76,12.58
2024-05-01T13:38:00,A,1,22.33,51.38,12.75
2024-05-01T13:39:00,A,1,21.8,50.22,11.64
2024-05-01T13:40:00,A,1,22.58,49.23,12.29
2024-05-01T13:41:00,A,1,22.94,50.28,13.06
2024-05-01T13:42:00,A,1,22.28,51.68,12.03
2024-05-01T13:43:00,A,1,22.19,48.2,12.56
2024-05-01T13:44:00,A,1,21.74,49.55,11.8
2024-05-01T13:45:00,A,1,21.69,48.97,11.93
2024-05-01T13:46:00,A,1,22.31,51.78,12.59
2024-05-01T13:47:00,A,1,21.74,51.75,11.85
2024-05-01T13:48:00,A,1,22.75,50.87,12.3
2024-05-01T13:49:00,A,1,22.52,50.34,12.63
2024-05-01T13:50:00,A,1,21.58,51.77,12.16
2024-05-01T13:51:00,A,1,22.2,51.52,11.44
2024-05-01T13:52:00,A,1,22.17,50.32,11.99
2024-05-01T13:53:00,A,1,22.45,51.66,11.47
2024-05-01T13:54:00,A,1,21.78,49.31,12.82
2024-05-01T13:55:00,A,1,22.0,49.98,12.01
2024-05-01T13:56:00,A,1,21.02,49.18,12.35
2024-05-01T13:57:00,A,1,21.62,47.83,11.76
2024-05-01T13:58:00,A,1,22.49,52.67,12.04
2024-05-01T13:59:00,A,1,21.85,50.31,11.1
